Tournament,Stage,Match Type,Player,Teams,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,killjoy,41,0.97,178,0.96,76%,132,0.66,0.05,0.15,0.07,35%,0%,0/5,18,27,28,2,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,viper,59,1.07,222,1.15,75%,149,0.76,0.34,0.07,0.07,31%,17%,2/12,17,45,39,20,4,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,"killjoy, viper",100,1.03,205,1.07,75%,142,0.72,0.22,0.1,0.07,33%,12%,2/17,18,72,67,22,10,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,killjoy,39,0.91,150,0.74,77%,106,0.44,0.23,0.13,0.15,21%,33%,1/3,11,17,23,9,5,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,raze,40,0.92,214,0.87,73%,146,0.65,0.23,0.1,0.2,21%,0%,0/3,13,26,30,9,4,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,viper,21,1.02,185,1.17,86%,119,0.67,0.29,0.1,0.1,18%,,,14,14,12,6,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,"killjoy, raze, viper",100,0.93,183,0.88,77%,125,0.57,0.24,0.11,0.16,21%,17%,1/6,14,57,65,24,11,16
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,brimstone,20,0.98,198,0.8,75%,128,0.6,0.6,0,0.05,28%,17%,1/6,12,12,15,12,0,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,omen,21,1.23,161,0.92,86%,101,0.52,0.71,0.1,0,27%,25%,1/4,11,11,12,15,2,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,astra,20,0.86,146,0.63,75%,95,0.5,0.55,0.1,0,40%,0%,0/6,10,10,16,11,2,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,harbor,39,0.93,142,0.84,72%,99,0.54,0.44,0.03,0.05,27%,0%,0/1,14,21,25,17,1,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,"astra, brimstone, harbor, omen",100,0.99,158,0.79,76%,104,0.54,0.55,0.05,0.03,30%,12%,2/17,14,54,68,55,5,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,skye,80,1.17,213,1.2,75%,132,0.81,0.41,0.09,0.09,29%,40%,2/5,22,65,54,33,7,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,breach,20,1.04,226,1.13,65%,137,0.9,0.35,0.1,0.05,36%,0%,0/2,18,18,16,7,2,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,"breach, skye",100,1.14,216,1.19,73%,133,0.83,0.4,0.09,0.08,30%,29%,2/7,22,83,70,40,9,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,aspas,LOUD,jett,100,1.29,265,1.39,72%,164,0.93,0.2,0.21,0.1,26%,25%,2/8,27,93,67,20,21,10
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,killjoy,41,0.92,218,0.94,68%,152,0.73,0.22,0.1,0.05,41%,0%,0/4,18,30,32,9,4,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,viper,24,1.08,204,1.06,67%,155,0.71,0.17,0.13,0,50%,33%,1/3,17,17,16,4,3,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,"killjoy, viper",65,0.97,213,0.98,68%,153,0.72,0.2,0.11,0.03,44%,14%,1/7,18,47,48,13,7,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,cypher,24,0.6,107,0.55,54%,77,0.46,0.08,0.13,0.13,48%,,,11,11,20,2,3,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,omen,17,0.71,161,0.64,41%,111,0.53,0.24,0.12,0.24,39%,0%,0/2,9,9,14,4,2,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,sova,24,0.79,114,0.44,75%,79,0.33,0.46,0.08,0.08,30%,0%,0/2,8,8,18,11,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,"cypher, omen, sova",65,0.7,127,0.54,58%,87,0.43,0.26,0.11,0.14,38%,0%,0/4,11,28,52,17,7,9
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,omen,48,1.08,182,1.07,81%,112,0.65,0.35,0.13,0.06,40%,13%,2/15,18,31,29,17,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,fade,17,0.78,155,0.77,71%,101,0.59,0.18,0,0.06,50%,0%,0/4,10,10,13,3,0,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,"fade, omen",65,0.98,173,0.98,78%,109,0.63,0.31,0.09,0.06,42%,11%,2/19,18,41,42,20,6,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zyppan,Natus Vincere,kayo,65,0.87,149,0.83,65%,107,0.58,0.34,0.09,0.11,30%,0%,0/5,20,38,46,22,6,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,jett,24,0.8,195,0.84,71%,128,0.67,0.17,0.17,0.17,19%,50%,1/2,16,16,19,4,4,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,raze,41,0.81,202,0.76,66%,142,0.63,0.17,0.15,0.07,19%,0%,0/4,16,26,34,7,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,"jett, raze",65,0.81,200,0.79,68%,137,0.65,0.17,0.15,0.11,19%,17%,1/6,16,42,53,11,10,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Less,LOUD,killjoy,62,1.13,233,1.14,74%,162,0.81,0.21,0.11,0.05,21%,25%,3/12,22,50,44,13,7,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Less,LOUD,viper,48,1.3,264,1.41,73%,189,1,0.29,0.1,0.02,35%,25%,1/4,24,48,34,14,5,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Less,LOUD,"killjoy, viper",110,1.2,245,1.26,74%,173,0.89,0.25,0.11,0.04,26%,25%,4/16,24,98,78,27,12,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,saadhak,LOUD,killjoy,26,0.94,207,0.85,73%,138,0.65,0.31,0.08,0.23,34%,0%,0/1,17,17,20,8,2,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,saadhak,LOUD,viper,42,1.04,240,1.06,74%,157,0.79,0.43,0.14,0.17,29%,0%,0/4,17,33,31,18,6,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,saadhak,LOUD,raze,42,0.55,129,0.43,64%,105,0.36,0.4,0.02,0.24,14%,33%,1/3,11,15,35,17,1,10
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,saadhak,LOUD,"killjoy, raze, viper",110,0.82,189,0.76,70%,133,0.59,0.39,0.08,0.21,25%,13%,1/8,17,65,86,43,9,23
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,aspas,LOUD,jett,110,0.98,183,1.07,70%,119,0.72,0.12,0.09,0.1,31%,5%,1/20,30,79,74,13,10,11
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,cauanzin,LOUD,breach,20,1.04,228,1.12,60%,127,0.95,0.15,0.1,0.05,25%,25%,1/4,19,19,17,3,2,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,cauanzin,LOUD,skye,90,0.9,182,0.8,72%,114,0.61,0.48,0.17,0.09,17%,25%,1/4,15,55,69,43,15,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,cauanzin,LOUD,"breach, skye",110,0.93,191,0.86,70%,116,0.67,0.42,0.15,0.08,18%,25%,2/8,19,74,86,46,17,9
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,tuyz,LOUD,astra,22,1.02,147,1,73%,91,0.59,0.23,0.05,0.09,27%,0%,0/1,13,13,13,5,1,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,tuyz,LOUD,harbor,47,0.81,130,0.67,64%,87,0.47,0.32,0.06,0.09,30%,33%,1/3,12,22,33,15,3,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,tuyz,LOUD,brimstone,20,0.91,214,0.94,70%,136,0.8,0.25,0.1,0.05,36%,25%,1/4,16,16,17,5,2,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,tuyz,LOUD,omen,21,1.05,165,0.93,67%,105,0.62,0.33,0.1,0,36%,0%,0/4,13,13,14,7,2,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,tuyz,LOUD,"astra, brimstone, harbor, omen",110,0.92,157,0.83,67%,100,0.58,0.29,0.07,0.06,32%,17%,2/12,16,64,77,32,8,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Alfajer,FNATIC,killjoy,88,0.96,178,1.05,72%,128,0.66,0.15,0.07,0.07,29%,23%,3/13,19,58,55,13,6,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Alfajer,FNATIC,cypher,22,1,218,1.29,82%,135,0.82,0.23,0,0,28%,0%,0/5,18,18,14,5,0,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Alfajer,FNATIC,"cypher, killjoy",110,0.97,186,1.1,74%,129,0.69,0.16,0.05,0.05,29%,17%,3/18,19,76,69,18,6,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Derke,FNATIC,jett,69,1.1,264,1.09,67%,173,0.88,0.22,0.3,0.22,21%,33%,1/3,27,61,56,15,21,15
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Derke,FNATIC,raze,41,0.82,208,0.94,73%,139,0.73,0.22,0.17,0.2,16%,0%,0/1,18,30,32,9,7,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Derke,FNATIC,"jett, raze",110,0.99,242,1.03,69%,160,0.83,0.22,0.25,0.21,19%,25%,1/4,27,91,88,24,28,23
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Leo,FNATIC,sova,47,1.23,252,1.3,87%,162,0.83,0.43,0,0.04,22%,14%,1/7,23,39,30,20,0,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Leo,FNATIC,fade,41,1.24,240,1.44,80%,151,0.88,0.22,0.07,0.05,30%,13%,1/8,23,36,25,9,3,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Leo,FNATIC,sage,22,0.99,166,1.08,64%,110,0.64,0.14,0,0.09,20%,0%,0/3,14,14,13,3,0,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Leo,FNATIC,"fade, sage, sova",110,1.19,230,1.31,80%,147,0.81,0.29,0.03,0.05,25%,11%,2/18,23,89,68,32,3,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,kayo,21,1.16,218,1.07,76%,144,0.76,0.71,0.05,0.05,20%,33%,1/3,16,16,15,15,1,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,breach,20,1.06,225,1.23,80%,148,0.8,0.3,0.1,0.1,27%,,,16,16,13,6,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,viper,21,0.86,161,0.64,62%,124,0.43,0.38,0.05,0.05,19%,0%,0/4,9,9,14,8,1,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,raze,22,0.75,191,0.76,64%,138,0.59,0.23,0.09,0.05,15%,0%,0/1,13,13,17,5,2,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,sage,26,0.84,180,0.73,58%,127,0.62,0.23,0.12,0.08,23%,,,16,16,22,6,3,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Chronicle,FNATIC,"breach, kayo, raze, sage, viper",110,0.94,195,0.86,67%,136,0.64,0.36,0.08,0.06,21%,13%,1/8,16,70,81,40,9,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,astra,21,1.22,235,1.36,71%,131,0.9,0.24,0.19,0.1,32%,0%,0/1,19,19,14,5,4,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,viper,26,0.95,180,0.89,81%,125,0.62,0.31,0.08,0.12,21%,0%,0/3,16,16,18,8,2,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,brimstone,20,0.97,191,1.15,80%,110,0.75,0.35,0,0.1,34%,33%,1/3,15,15,13,7,0,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,omen,43,1,178,0.86,77%,108,0.58,0.49,0.05,0.16,15%,25%,1/4,14,25,29,21,2,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,"astra, brimstone, omen, viper",110,1.03,192,1.01,77%,117,0.68,0.37,0.07,0.13,22%,18%,2/11,19,75,74,41,8,14
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Crws,Talon Esports,omen,21,1.44,278,1.75,81%,163,1,0.52,0.19,0.05,34%,67%,2/3,21,21,12,11,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Crws,Talon Esports,brimstone,24,0.73,132,0.5,63%,92,0.38,0.33,0,0.08,22%,0%,0/3,9,9,18,8,0,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Crws,Talon Esports,"brimstone, omen",45,1.08,205,1,71%,125,0.67,0.42,0.09,0.07,30%,33%,2/6,21,30,30,19,4,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,foxz,Talon Esports,kayo,24,1.3,252,1.4,71%,171,0.88,0.46,0.13,0.13,20%,0%,0/2,21,21,15,11,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,foxz,Talon Esports,skye,21,0.9,199,0.94,76%,127,0.71,0.33,0,0.1,28%,0%,0/2,15,15,16,7,0,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,foxz,Talon Esports,"kayo, skye",45,1.1,226,1.16,73%,150,0.8,0.4,0.07,0.11,23%,0%,0/4,21,36,31,18,3,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,garnetS,Talon Esports,neon,24,0.9,218,0.84,67%,141,0.67,0.21,0.21,0.08,26%,0%,0/1,16,16,19,5,5,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,garnetS,Talon Esports,raze,21,0.95,258,0.95,71%,172,0.86,0.24,0.14,0.19,28%,,,18,18,19,5,3,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,garnetS,Talon Esports,"neon, raze",45,0.93,238,0.89,69%,155,0.76,0.22,0.18,0.13,27%,0%,0/1,18,34,38,10,8,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,JitBoyS,Talon Esports,breach,45,0.87,172,0.91,64%,99,0.67,0.31,0.07,0.13,24%,0%,0/4,22,30,33,14,3,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Sushiboys,Talon Esports,killjoy,45,1.21,230,1.28,78%,155,0.82,0.18,0.09,0.07,23%,44%,4/9,19,37,29,8,4,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,vanity,Cloud9,omen,21,1.26,193,1.17,86%,106,0.67,0.86,0.05,0,10%,0%,0/1,14,14,12,18,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,vanity,Cloud9,astra,17,1.07,134,1,82%,87,0.47,0.65,0.12,0.12,17%,,,8,8,8,11,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,vanity,Cloud9,"astra, omen",38,1.16,164,1.1,84%,98,0.58,0.76,0.08,0.05,13%,0%,0/1,14,22,20,29,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,yay,Cloud9,sage,17,1.16,178,1.22,88%,123,0.65,0.41,0.18,0.12,15%,0%,0/1,11,11,9,7,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,yay,Cloud9,chamber,21,1.24,255,1.46,81%,154,0.9,0.1,0.19,0.14,48%,0%,0/3,19,19,13,2,4,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,yay,Cloud9,"chamber, sage",38,1.2,216,1.36,84%,140,0.79,0.24,0.18,0.13,35%,0%,0/4,19,30,22,9,7,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Zellsis,Cloud9,neon,21,0.95,186,0.87,76%,145,0.62,0.33,0.1,0.24,24%,0%,0/1,13,13,15,7,2,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Zellsis,Cloud9,phoenix,17,1.26,255,1.18,94%,177,0.76,0.76,0.06,0.06,25%,0%,0/1,13,13,11,13,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Zellsis,Cloud9,"neon, phoenix",38,1.1,220,1,84%,159,0.68,0.53,0.08,0.16,24%,0%,0/2,13,26,26,20,3,6
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Xeppaa,Cloud9,skye,38,1.47,278,1.91,95%,158,1.11,0.34,0.16,0.05,25%,50%,2/4,21,42,22,13,6,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,leaf,Cloud9,cypher,21,1.27,222,1.55,81%,160,0.81,0.38,0.05,0.05,20%,50%,1/2,17,17,11,8,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,leaf,Cloud9,killjoy,17,1.7,335,2.33,88%,218,1.24,0.24,0.12,0,27%,0%,0/1,21,21,9,4,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,leaf,Cloud9,"cypher, killjoy",38,1.49,278,1.9,84%,186,1,0.32,0.08,0.03,23%,33%,1/3,21,38,20,12,3,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BcJ,Evil Geniuses,omen,21,1.25,234,1.31,86%,144,0.81,0.86,0.1,0.1,16%,33%,1/3,17,17,13,18,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BcJ,Evil Geniuses,astra,21,0.98,147,0.71,86%,93,0.48,0.52,0,0.14,9%,33%,1/3,10,10,14,11,0,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,BcJ,Evil Geniuses,"astra, omen",42,1.12,190,1,86%,118,0.64,0.69,0.05,0.12,13%,33%,2/6,17,27,27,29,2,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Ethan,Evil Geniuses,kayo,21,1.66,301,1.91,95%,199,1,0.95,0.14,0.05,19%,0%,0/2,21,21,11,20,3,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Ethan,Evil Geniuses,yoru,21,1.32,305,1.71,86%,180,1.14,0.43,0.19,0.05,13%,0%,0/1,24,24,14,9,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Ethan,Evil Geniuses,"kayo, yoru",42,1.49,303,1.8,90%,189,1.07,0.69,0.17,0.05,16%,0%,0/3,24,45,25,29,7,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,C0M,Evil Geniuses,fade,21,1.14,199,1.07,67%,126,0.76,0.48,0.05,0,12%,33%,1/3,16,16,15,10,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,C0M,Evil Geniuses,sova,21,0.88,168,0.65,71%,108,0.52,0.52,0.14,0.05,6%,0%,0/1,11,11,17,11,3,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,C0M,Evil Geniuses,"fade, sova",42,1.01,184,0.84,69%,117,0.64,0.5,0.1,0.02,10%,25%,1/4,16,27,32,21,4,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,jawgemo,Evil Geniuses,jett,42,1,220,1.1,79%,135,0.79,0.21,0.24,0.17,18%,67%,2/3,19,33,30,9,10,7
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Boostio,Evil Geniuses,killjoy,42,1.05,211,1.32,76%,141,0.79,0.19,0,0.1,25%,0%,0/4,20,33,25,8,0,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Nivera,Karmine Corp,omen,59,1.17,268,1.35,76%,160,0.92,0.25,0.24,0.07,31%,11%,1/9,21,54,40,15,14,4
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,ScreaM,Karmine Corp,kayo,40,1.12,245,1.25,75%,150,0.88,0.38,0.08,0.13,40%,0%,0/8,20,35,28,15,3,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,ScreaM,Karmine Corp,skye,19,0.93,198,1.07,68%,126,0.79,0.26,0.16,0.11,41%,,,15,15,14,5,3,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,ScreaM,Karmine Corp,"kayo, skye",59,1.06,229,1.19,73%,142,0.85,0.34,0.1,0.12,40%,0%,0/8,20,50,42,20,6,7
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Newzera,Karmine Corp,harbor,19,0.8,114,0.73,74%,67,0.42,0.11,0.11,0.11,42%,,,8,8,11,2,2,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Newzera,Karmine Corp,breach,21,0.9,151,0.73,76%,92,0.52,0.33,0.05,0.05,40%,50%,1/2,11,11,15,7,1,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Newzera,Karmine Corp,sova,19,0.98,96,0.67,74%,64,0.32,0.42,0,0,29%,,,6,6,9,8,0,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Newzera,Karmine Corp,"breach, harbor, sova",59,0.89,120,0.71,75%,75,0.42,0.29,0.05,0.05,38%,50%,1/2,11,25,35,17,3,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,sh1n,Karmine Corp,fade,40,1.27,274,1.37,73%,172,0.93,0.2,0.2,0.08,33%,33%,1/3,25,37,27,8,8,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,sh1n,Karmine Corp,viper,19,1.56,288,1.82,79%,166,1.05,0.58,0.21,0,20%,100%,1/1,20,20,11,11,4,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,sh1n,Karmine Corp,"fade, viper",59,1.37,279,1.5,75%,170,0.97,0.32,0.2,0.05,29%,50%,2/4,25,57,38,19,12,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,xms,Karmine Corp,cypher,40,0.83,129,0.68,73%,96,0.43,0.23,0,0.03,31%,0%,0/3,9,17,25,9,0,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,xms,Karmine Corp,killjoy,19,1.32,223,1.55,74%,136,0.89,0.21,0.32,0,35%,0%,0/2,17,17,11,4,6,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,xms,Karmine Corp,"cypher, killjoy",59,1,160,0.94,73%,109,0.58,0.22,0.1,0.02,32%,0%,0/5,17,34,36,13,6,1
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MaKo,DRX,omen,20,1.13,157,0.91,85%,114,0.5,0.7,0.1,0,28%,0%,0/1,10,10,11,14,2,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MaKo,DRX,viper,16,1.38,273,1.4,94%,157,0.88,0.75,0.06,0,24%,0%,0/1,14,14,10,12,1,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MaKo,DRX,astra,24,1.21,207,1,79%,138,0.63,0.67,0.04,0.08,35%,0%,0/3,15,15,15,16,1,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,MaKo,DRX,"astra, omen, viper",60,1.24,212,1.08,85%,135,0.65,0.7,0.07,0.03,30%,0%,0/5,15,39,36,42,4,2
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,stax,DRX,kayo,16,1.13,212,1.2,94%,140,0.75,0.44,0.06,0.19,34%,,,12,12,10,7,1,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,stax,DRX,fade,24,1.1,229,1.12,75%,165,0.79,0.42,0,0,30%,0%,0/4,19,19,17,10,0,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,stax,DRX,breach,20,1.21,239,1.5,85%,147,0.9,0.45,0.15,0,50%,0%,0/1,18,18,12,9,3,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,stax,DRX,"breach, fade, kayo",60,1.15,227,1.26,83%,152,0.82,0.43,0.07,0.05,37%,0%,0/5,19,49,39,26,4,3
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Rb,DRX,kayo,24,0.83,187,0.7,79%,113,0.58,0.54,0.08,0.21,19%,0%,0/1,14,14,20,13,2,5
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Rb,DRX,killjoy,20,1.53,291,2.44,85%,202,1.1,0.15,0.25,0,32%,25%,1/4,22,22,9,3,5,0
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Round of 16,Rb,DRX,astra,16,1.58,198,4,94%,121,0.75,0.38,0.06,0,30%,80%,4/5,12,12,3,6,1,0
